Id,Date,Text,Combined
245,11.1.2022,Will I be hot or cold today? Texas: Yes,11.1.2022  Will I be hot or cold today? Texas: Yes
246,10.31.2022,Can you recommend a tequila that pairs well with eating my kids candy?,10.31.2022  Can you recommend a tequila that pairs well with eating my kids candy?
247,10.28.2022,Did you hear they aren’t making 12 inch rulers any longer?,10.28.2022  Did you hear they aren’t making 12 inch rulers any longer?
248,10.27.2022,It’s ok if u fall apart sometimes; tacos fall apart & we still love them,10.27.2022  It’s ok if u fall apart sometimes; tacos fall apart & we still love them
249,10.26.2022,Let your weirdo light shine bright so other weirdos can find you,10.26.2022  Let your weirdo light shine bright so other weirdos can find you
250,10.25.2022,You’re only young once but you can be immature forever,10.25.2022  You’re only young once but you can be immature forever
251,10.24.2022,"No toll tag, just vibes","10.24.2022  No toll tag, just vibes"
252,10.21.2022,I react to the word “tacos” the way dogs react to the word “walk”,10.21.2022  I react to the word “tacos” the way dogs react to the word “walk”
253,10.20.2022,Being left alone is my love language,10.20.2022  Being left alone is my love language
254,10.19.2022,What’s your drink of choice? A margarita…frozen…with salt on it,10.19.2022  What’s your drink of choice? A margarita…frozen…with salt on it
255,10.18.2022,People who don’t like Halloween be like boo humbug,10.18.2022  People who don’t like Halloween be like boo humbug
256,10.17.2022,Idk the secret to happiness but I’ve never been sad at a Tex Mex restaurant,10.17.2022  Idk the secret to happiness but I’ve never been sad at a Tex Mex restaurant
257,10.14.2022,Gone to ACL Fest… Follow along @elarroy_ATX,10.14.2022  Gone to ACL Fest… Follow along @elarroy_ATX
258,10.13.2022,"The most satisfying adult sentence: Yeah, I’m not going to do that.","10.13.2022  The most satisfying adult sentence: Yeah, I’m not going to do that."
259,10.12.2022,"At my age, I need glasses! of tequila","10.12.2022  At my age, I need glasses! of tequila"
260,10.11.2022,"If u don’t cut the pizza & eat the whole thing, technically u only had one piece","10.11.2022  If u don’t cut the pizza & eat the whole thing, technically u only had one piece"
261,10.10.2022,I refuse to tolerate lactose,10.10.2022  I refuse to tolerate lactose
262,10.7.2022,"I’m not the bigger person, you better leave me alone","10.7.2022  I’m not the bigger person, you better leave me alone"
263,10.6.2022,Halloween may be spooky but Christmas with my family is just scary,10.6.2022  Halloween may be spooky but Christmas with my family is just scary
264,10.5.2022,New power move: being the only one on camera in a meeting,10.5.2022  New power move: being the only one on camera in a meeting
265,10.4.2022,Are you busy tomorrow? That entirely depends on the info ur about to give me.,10.4.2022  Are you busy tomorrow? That entirely depends on the info ur about to give me.
266,10.3.2022,What I do when I’m drunk in none of my business,10.3.2022  What I do when I’m drunk in none of my business
267,9.30.2022,Do chickens communicate by using foul language,9.30.2022  Do chickens communicate by using foul language
268,9.29.2022,"I don’t chase dreams, I chase tequila","9.29.2022  I don’t chase dreams, I chase tequila"
269,9.28.2022,"Harry, you’re the yee to our haw","9.28.2022  Harry, you’re the yee to our haw"
270,9.27.2022,Decalf: only works if you throw it at people,9.27.2022  Decalf: only works if you throw it at people
271,9.26.2022,Egg salad is still technically chicken salad,9.26.2022  Egg salad is still technically chicken salad
272,9.23.2022,Irony: the opposite of wrinkly,9.23.2022  Irony: the opposite of wrinkly
273,9.22.2022,Why is no one ever the right amount of whelmed,9.22.2022  Why is no one ever the right amount of whelmed
274,9.21.2022,Day 13 without margaritas I lost hearing in my left eye,9.21.2022  Day 13 without margaritas I lost hearing in my left eye
275,9.20.2022,Schools should teach fajita math so you know how much to order for the party,9.20.2022  Schools should teach fajita math so you know how much to order for the party
276,9.19.2022,All I know is one of us is right and the other one is you,9.19.2022  All I know is one of us is right and the other one is you
277,9.16.2022,"¡Feliz Independencia, México!","9.16.2022  ¡Feliz Independencia, México!"
278,9.15.2022,"No more stress, thanks I’m full","9.15.2022  No more stress, thanks I’m full"
279,9.14.2022,She’s a 10 but loses to Appalachian State at home,9.14.2022  She’s a 10 but loses to Appalachian State at home
280,9.13.2022,It should be called “Do worry darling”,9.13.2022  It should be called “Do worry darling”
281,9.12.2022,Raisin cookies that look like choc chip are the main reason I have trust issues,9.12.2022  Raisin cookies that look like choc chip are the main reason I have trust issues
282,9.9.2022,"Cowards falter, but danger is often overcome by those who nobly dare – RIP Queen Elizabeth II","9.9.2022  Cowards falter, but danger is often overcome by those who nobly dare – RIP Queen Elizabeth II"
283,9.8.2022,Are you the password child or the reason they drink child,9.8.2022  Are you the password child or the reason they drink child
284,9.7.2022,Remember the secret taco code: I81U812,9.7.2022  Remember the secret taco code: I81U812
285,9.6.2022,Tips to avoid stress at work:,9.6.2022  Tips to avoid stress at work:
286,9.2.2022,A pre nap-tial agreement is when two spouses agree on when to nap,9.2.2022  A pre nap-tial agreement is when two spouses agree on when to nap
287,9.1.2022,What do you call old frijoles? Has beans,9.1.2022  What do you call old frijoles? Has beans
288,8.31.2022,"Due to rising costs, dirty deeds are no longer done cheap","8.31.2022  Due to rising costs, dirty deeds are no longer done cheap"
289,8.30.2022,"At any point, the urge to sing the lion sleeps tonight is just a whim away","8.30.2022  At any point, the urge to sing the lion sleeps tonight is just a whim away"
290,8.29.2022,Always remember to be nice to people who have access to your toothbrush,8.29.2022  Always remember to be nice to people who have access to your toothbrush
291,8.26.2022,"I only care about one person, and that person is a dog","8.26.2022  I only care about one person, and that person is a dog"
292,8.25.2022,"Commas are important: No more cookies; No, more cookies","8.25.2022  Commas are important: No more cookies; No, more cookies"
293,8.24.2022,Yoga pose of the day: downward spiral,8.24.2022  Yoga pose of the day: downward spiral
294,8.23.2022,Guacamole would be such a beautiful name for a girl,8.23.2022  Guacamole would be such a beautiful name for a girl
295,8.22.2022,August is the Sunday of Summer,8.22.2022  August is the Sunday of Summer
296,8.19.2022,I wish I felt the same way I did when I said I’d eat a salad,8.19.2022  I wish I felt the same way I did when I said I’d eat a salad
297,8.18.2022,"Work hard, be nice, eat tacos","8.18.2022  Work hard, be nice, eat tacos"
298,8.17.2022,"Unlike reality shows, I am here to make friends","8.17.2022  Unlike reality shows, I am here to make friends"
299,8.16.2022,Have people in horror movies never seen a horror movie,8.16.2022  Have people in horror movies never seen a horror movie
300,8.15.2022,"You know what a rhetorical question is, don’t you?","8.15.2022  You know what a rhetorical question is, don’t you?"
301,8.12.2022,“Well that escalated quickly” is our family motto,8.12.2022  “Well that escalated quickly” is our family motto
302,8.11.2022,We all have a favorite eyebrow,8.11.2022  We all have a favorite eyebrow
303,8.10.2022,"Money can’t buy happiness, but it keeps the kids in touch!","8.10.2022  Money can’t buy happiness, but it keeps the kids in touch!"
304,8.9.2022,"Never fart in an apple store, they don’t have windows","8.9.2022  Never fart in an apple store, they don’t have windows"
305,8.8.2022,My goal is to have your dog like more than you,8.8.2022  My goal is to have your dog like more than you
306,8.5.2022,Procrastination pays off! Eventually…,8.5.2022  Procrastination pays off! Eventually…
307,8.4.2022,Somewhere some stranger remembers you because you were kind,8.4.2022  Somewhere some stranger remembers you because you were kind
308,8.3.2022,"Commas are important: No more tequila; No, more tequila","8.3.2022  Commas are important: No more tequila; No, more tequila"
309,8.2.2022,Hey Jude don’t make it hot,8.2.2022  Hey Jude don’t make it hot
310,8.1.2022,Whoever said “out of sight out of mind” never had a roach disappear in their room,8.1.2022  Whoever said “out of sight out of mind” never had a roach disappear in their room
311,7.29.2022,A dung beetle walks into a bar and asks is this stool taken,7.29.2022  A dung beetle walks into a bar and asks is this stool taken
312,7.28.2022,Melting away again in Margaritaville,7.28.2022  Melting away again in Margaritaville
313,7.27.2022,She’s a 10 but she doesn’t like salt on her margarita,7.27.2022  She’s a 10 but she doesn’t like salt on her margarita
314,7.26.2022,This can’t be the same heat Whitney Houston wanted to feel with somebody,7.26.2022  This can’t be the same heat Whitney Houston wanted to feel with somebody
315,7.25.2022,"Y’all tired of hot jokes? Too bad, we still have a few more months.","7.25.2022  Y’all tired of hot jokes? Too bad, we still have a few more months."
316,7.22.2022,Little miss fills up on chips & salsa before the food comes,7.22.2022  Little miss fills up on chips & salsa before the food comes
317,7.21.2022,Margaritas are on my school supply list,7.21.2022  Margaritas are on my school supply list
318,7.20.2022,Some people should use a gluestick instead of chapstick,7.20.2022  Some people should use a gluestick instead of chapstick
319,7.19.2022,PTO stands for “Prepare The Others” ’cause I won’t be there,7.19.2022  PTO stands for “Prepare The Others” ’cause I won’t be there
320,7.18.2022,Anyone got a discount code for gas stations?,7.18.2022  Anyone got a discount code for gas stations?
321,7.15.2022,On vacation in Europe with everyone BRB,7.15.2022  On vacation in Europe with everyone BRB
322,7.14.2022,They say the best things take time! That’s why I’m always late,7.14.2022  They say the best things take time! That’s why I’m always late
323,7.13.2022,"No thanks, I’m not hungry, I’ll just have 5 margaritas","7.13.2022  No thanks, I’m not hungry, I’ll just have 5 margaritas"
324,7.12.2022,How much energy does a margarita machine use… Asking for a friend,7.12.2022  How much energy does a margarita machine use… Asking for a friend
325,7.11.2022,"To ride a horse or not, that is equestrian","7.11.2022  To ride a horse or not, that is equestrian"
326,7.8.2022,Drunk is when you feel sophisticated but can’t pronounce it,7.8.2022  Drunk is when you feel sophisticated but can’t pronounce it
327,7.7.2022,Never stop being a good person because of bad people,7.7.2022  Never stop being a good person because of bad people
